telephone,country,url,name,address
(250) 380-0706,"Victoria, Canada",http://www.moonunderwater.ca,The Moon Under Water,350B Bay Street 
(778) 471-5999,"Kamloops, Canada",http://www.thenoblepig.ca,The Noble Pig,650 Victoria St 
(613) 257-4423,"Ottowa, Canada",http://www.ashtonbrewpub.ca,The Old Mill At Ashton Country Pub and Brewery,113 Old Mill Rd. 
(905) 852-3232,"Uxbridge, Canada",http://www.thesecondwedge.ca,The Second Wedge Brewing Company,14 Victoria Street 
(306) 761-2777,"Regina, Canada",http://www.thetap.ca,The Tap Brewing Company and Eatery ,4245 Rochdale Blvd.  
(647) 999-4846,"Nobleton, Canada",,Thornbury Village Craft Brewery,5645 King Rd 
(250) 566-0024,"Valemount, Canada",http://threerange.com,Three Ranges Brewing Co,1160 5th Avenue 
01483 222228,"Shere, Canada",,Tillingbourne Brewery,Old Scotland Farm Staple Lane
(250) 770-1122,"Penticton, Canada",,Tin Whistle Brewing Co,954 W Eckhardt Ave 
(250) 725-2899,"Tofino, Canada",http://www.tofinobrewingco.com,Tofino Brewing Company,PO Box 1033 681 Industrial Way - Unit C and D
(519) 954-4433,"Kitchener, Canada",http://www.brewing.coop,Together We're Bitter Co-operative Brewing Inc,300 Mill St. Unit 1 
,"Calgary, Canada",http://www.toolshedbrewing.com,Tool Shed Brewing Company, 
(613) 695-4677,"Ottawa, Canada",http://toothandnailbeer.com,Tooth And Nail Brewing Company,3 Irving Ave. 
,"Nelson , Canada",,Torchlight Brewing Co,511 Front Street 
(204) 330-1149,"Winnipeg, Canada",,Torque Brewing Inc.,330-830 King Edward St. 
(902) 863-2248,"Antigonish, Canada",https://antigonishtownhouse.wordpress.com,TownHouse Brewpub and Eatery,76 College St 
(604) 483-2111,"Powell River, Canada",http://www.townsitebrewing.com,Townsite Brewing,5824 Ash Avenue 
(905) 453-3063,"Brampton, Canada",http://www.tracksbrewpub.com,Tracks Brewpub,60 Queen St E 
(905) 337-0133,"Oakville, Canada",http://www.alesandmeads.com,Trafalgar Brewing Co,1156 Speers Road 
(506) 260-7613,"Fredericton, Canada",http://www.trailwaybrewing.com,TrailWay Brewing Company,McConell St 
(403) 866-4552,"Medicine Hat, Canada",,Travois Ale Works, 
(250) 717-1091,"Kelowna, Canada",http://www.treebeer.com,Tree Brewing,1083 Richter St 
(902) 397-3131,"Amherst, Canada",http://www.triderscraftbeer.ca,Trider's Craft Beer,46 Anson Avenue Unit 3 
,"Calgary, Canada",http://www.trolleyfive.com,Trolley Five Brew Co., 
(403) 358-6939,"Red Deer, Canada",http://www.troubledmonk.com,Troubled Monk,"5551-45th Street, Unit 1 "
,"Pictou, Canada",,Uncle Leo's Brewery,2623 Hwy. 376 
(416) 238-6760,"Oshawa, Canada",http://www.underdogsbrewhouse.com,Underdog's Brewhouse,1100 Skae Dr Unit 2
(450) 658-7658,"Chambly, Canada",http://www.unibroue.com,Unibroue Inc,80 Des Carrieres 
(902) 894-0543,"Charlottetown, Canada",http://www.upstreetcraftbrewing.com,Upstreet Craft Brewing,41 Allen St. 
(250) 361-0007,"Victoria, Canada",http://www.vanislandbrewery.com,Vancouver Island Brewery,2330 Government St 
(514) 695-7550,"Pointe-Claire, Canada",,Vessels and Barrels,6321 Route Transcanadienne 
(403) 803-9543,"Calgary, Canada",http://www.villagebrewery.com,Village Brewery,5000 12A St SE 
(403) 243-3398,"Calgary, Canada",http://www.villagebrewery.com,Village Brewing Co,5000 12-A St SE 
(519) 255-9192,"Windsor, Canada",http://www.walkervillebrew.com/,Walkerville Brewing Co,525 Argyle Rd 
(613) 860-1515,"Ottawa, Canada",http://www.wallerst.ca,Waller St Brewing ,14 Waller St 
(519) 837-2337,"Guelph, Canada",,Wellington County Brewery,950 Woodlawn Rd W 
(403) 614-7774,"Calgary, Canada",,West Of The 5th Brewing Company Ltd., 
(250) 624-2739,"Prince Rupert, Canada",http://www.wheelhousebrewing.com,Wheelhouse Brewing Company,217 1st Ave. E. 
,"Ottawa, Canada",,Whipersnapr Brewing Co,14 Bexley Place Unit 106 and 108
(613) 596-9882,"Nepean, Canada",http://www.whiprsnaprbrewingco.com,Whiprsnapr Brewing Company,14 Bexley Pl Unit 106
(306) 373-4440,"Saskatoon, Canada",,Whiskey Jacks,202-3929 8th St East 
,"Whistler, Canada",http://www.whistlerbeer.com,Whistler Brewing Co,1045 Millar Creek Rd 
(604) 319-4378,"White Rock, Canada",http://www.whiterockbeachbeer.com,White Rock Beach Beer Company,15181 Russell Avenue 
(403) 703-4685,"Golden, Canada",http://www.whitetoothbrewing.com,Whitetooth Brewing Company,"PO 329, 623-8th Ave North "
(613) 582-7227,"Forester Falls, Canada",http://www.whitewaterbeer.ca,Whitewater Brewing Company,22 Fletcher Road 
(403) 720-2733,"Calgary, Canada",http://www.wildrosebrewery.com,Wild Rose Brewery,"#15, 5505 - 72 Avenue S.E. "
(403) 720-2733,"Calgary, Canada",,Wild Rose Brewery - Production,#15 5505 72nd Ave Se 
(888) 407-2407,"Whitehorse, Canada",http://www.winterlongbrewing.com,Winterlong Brewing Company,83 Mount Sima Rd 
(250) 716-2739,"Nanaimo, Canada",http://www.wolfbrewingcompany.com,Wolf Brewing Company,940 Old Victoria Rd 
(519) 500-5029,"Wolfe Island, Canada",,Wolfe Island Spring Craft Brewery,"1570, County Road 96 "
(587) 276-0022,"Fort McMurray, Canada",http://www.woodbuffalobrewingco.ca,Wood Buffalo Brewing Company,9914 Morrison St 
(647) 883-4667,"Toronto, Canada",http://www.woodhousebrewing.com,Woodhouse Brewing,164 Evans Avenue 
,"St John's, Canada",,Yellow Belly Brewery,P.O Box 323 Stn C 
,"Port Moody, Canada",,Yellow Dog Brewing Co.,1 - 2817 Murray St. 
17809035016,"Edmonton, Canada",http://www.yellowheadbrewery.com,Yellowhead Brewery,10229 105 Street 
(867) 668-4183,"Whitehorse, Canada",http://www.yukonbeer.com,Yukon Brewing Co,102A Copper Rd 
